HBNAME,Site,Date,Date Analysed,SW Sample Number,N1 Description,N1 Reported Value,N1 Sample 1,N1 Sample 2,N1 Sample 3,Calculated Mean,Standard Deviation,Flow (l/day),Ammonia (mg/l),pH Value,Modelled Flow (l/day),Million Gene Copies Per Person per Day,Analysis Lab,(Row Count)
Highland,Allanfearn,June 2020,(Empty),13953443,Negative,0,,,,,,19353600,,,,0,SEPA,1
Highland,Allanfearn,June 2020,(Empty),13953444,Negative,0,,,,,,17020800,,,,0,SEPA,1
Highland,Allanfearn,June 2020,(Empty),13953445,Negative,0,,,,,,22204800,,,,0,SEPA,1
Highland,Allanfearn,June 2020,(Empty),13953446,Negative,0,,,,,,25228800,,,,0,SEPA,1
Highland,Allanfearn,June 2020,(Empty),13953447,Negative,0,,,,,,24537600,,,,0,SEPA,1
Highland,Allanfearn,June 2020,(Empty),13953448,Negative,0,945,,,945,,27820800,,,,0,SEPA,1
Highland,Allanfearn,June 2020,(Empty),13953450,Negative,0,,,,,,28339200,,,,0,SEPA,1
Highland,Allanfearn,June 2020,(Empty),13953453,Negative,0,,,,,,21772800,,,,0,SEPA,1
Highland,Allanfearn,June 2020,(Empty),,Negative,0,,,,,,,,,,0,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101192,Weak Positive,435,415.5113,460.3208,431.5919,435.808,22.7003182129679,24537600,23.38,7.3,24192852.7332174,0.172317547790776,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101193,Negative,0,,,,,,21945600,24.49,7.3,23358943.7570115,0,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101196,Weak Positive,868,539.2532,570.7977,1495.479,868.509966666667,543.200138475004,20217600,26.6,7.2,21943689.0846141,0.282948001902736,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101197,Weak Positive,898,,620.2521,1175.831,898.04155,392.853607674163,20390400,27.01,7.3,21691320.3272769,0.295069554628251,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101198,Weak Positive,820,1194.133,617.1841,649.3027,820.2066,324.227721793202,20822400,26.77,7.3,21838224.6741245,0.275204968059557,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101199,Negative,0,,,260.0656,260.0656,,29289600,24.06,7.5,23673968.5940696,0,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101200,Weak Positive,1074,1524.732,,624.0391,1074.38555,636.886057356577,23241600,21.33,7.2,25931399.2223162,0.402372606253505,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101201,Weak Positive,1414,,2078.846,749.5485,1414.19725,939.955276464325,23673600,21.6,7.2,25685894.7539362,0.539481453118051,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101202,Negative,0,,,,,,20995200,22.01,7.3,25323226.1771191,0,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101203,Negative,0,,,,,,23241600,25.16,7.3,22886990.2344863,0,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101204,Negative,0,,,2263.793,2263.793,,21168000,25.26,7.1,22818437.6200967,0,SEPA,1
Highland,Allanfearn,August 2020,(Empty),14101205,Weak Positive,1124,533.5688,502.9529,1098.705,711.742233333333,335.469030497516,19267200,24.47,7.2,23373380.3534991,0.220975216057237,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101206,Positive (DNQ),2353,3492.086,1669.706,1897.285,2353.02566666667,992.996416176984,20131200,27.81,7.1,21217763.3541235,0.763305783312385,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101207,Weak Positive,2912,2101.292,1271.667,5364.819,2912.59266666667,2163.82298318886,20908800,25.51,7.2,22649122.8512779,0.981320982770956,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101208,Positive (DNQ),7868,5364.819,8090.423,10149.9,7868.38066666667,2400.25564106916,23155200,24.64,7.2,23251325.6059745,2.93586528751813,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101209,Positive (DNQ),2825,4286.309,2071.09,2117.861,2825.08666666667,1265.67172370419,23760000,24.83,7.1,23116649.8012914,1.0816342647201,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101210,Positive (DNQ),7171,8785.928,6468.17,6257.574,7170.55733333333,1402.90928496797,20217600,24.83,7.1,23116649.8012914,2.33606400371266,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101211,Weak Positive,379,355.8407,396.3597,385.6662,379.288866666667,20.9988124803126,31622400,15.95,7.2,32306214.8432614,0.19327120205743,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101212,Weak Positive,1006,1819.623,625.595,573.238,1006.152,704.972775887835,19872000,28.93,7.2,20593589.0334522,0.322186543942763,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101213,Weak Positive,1302,,2042.13,561.6535,1301.89175,1046.85497253733,33955200,12.54,7.2,38751198.9409818,0.712333538779851,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101214,Positive (DNQ),1686.30553266049,1643.481,1575.963,1839.472,1686.30533333333,136.874727084051,22636800,21.15,7.1,26098123.0948943,0.615110969892681,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101215,Weak Positive,325,321.4876,322.6038,331.6575,325.249633333333,5.57736873653998,24710400,22.67,7.3,24763690.9456667,0.1295086618892,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101216,Weak Positive,1142,1080.801,1208.601,1139.496,1142.966,63.9706235314305,21513600,25.64,7.2,22562225.924194,0.396231160166296,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101217,Negative,0,,,1951.948,1951.948,,22118400,23.76,7.3,23899672.6461981,0,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101218,Positive (DNQ),5866.5,5604.018,5658.687,6337.71,5866.805,408.730735520342,22464000,24.74,7.2,23180217.1704654,2.12368925070096,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101219,Positive (DNQ),5874.56110880444,5486.879,6262.244,2617.136,4788.753,1920.21822114649,24105600,22.82,7.2,24640494.386249,1.86012704754907,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101220,Positive (DNQ),5033,4642.68856098415,5108.21726417548,5348.10512178429,5033.00364898131,358.672478726355,20304000,25.88,7.3,22403816.78217,1.64668706837018,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101221,Positive (DNQ),1544.84884051065,1913.062,1181.031,1540,1544.69766666667,366.038109073814,19785600,28.78,7.3,20674706.7990529,0.492487191878565,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101222,Positive (DNQ),2678.08036075984,2866.965,2688,2479.517,2678.16066666667,193.911313585189,20476800,27.15,7.3,21606680.1672002,0.883692035502272,SEPA,1
Highland,Allanfearn,September 2020,(Empty),14101223,Positive (DNQ),1365.81215862638,2341.86,881.9209,873.0918,1365.62423333333,845.456499378379,21772800,,,,0.479123776266074,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101224,Positive (DNQ),1982.10882236655,1976.20226767725,802.27289218104,1988.23302178896,1588.90272721575,681.267977954473,39398400,11.9,7,40317166.9417269,1.00873739417862,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101225,Positive (DNQ),5518.09399604572,7523.09747771221,6074.87782295262,2956.58867560946,5518.18799209143,2333.5977236359,44496000,9.22,7,48898256.4789364,3.95657760314706,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101226,Positive (DNQ),3495.93375181911,3418.67102833096,3524.04782276884,3544.88365981484,3495.86750363822,67.6609553305982,41817600,12.81,7.1,38131925.1581656,2.35567999162302,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101227,Positive (DNQ),3004.04841040117,2971.78362085699,1219.36471088996,6321.14213066008,3504.09682080234,2592.20971708427,37843200,15.11,7.3,33655405.5129772,2.13681131858886,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101229,Positive (DNQ),2650,3653.9961018652,1991.87394416365,2304.25687193597,2650.04230598827,883.367529164768,25401600,23.62,7.2,24006722.4444463,1.08471614682703,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101230,Positive (DNQ),2630.05863673332,2733.51064664349,2745.3476610966,2411.49351265985,2630.11727346665,189.426213391314,40694400,13.17,7.1,37341018.22465,1.72469374413228,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101231,Positive (DNQ),4750.23638331032,3368.38264145555,6302.97279675675,4580.06286164963,4750.47276662064,1474.69810357301,42940800,10.72,7.1,43630186.8668329,3.28707178731032,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101232,Positive (DNQ),8390.00778774157,8776.32100682218,8315.79031138523,8077.93540824203,8390.01557548314,355.060070197768,27388800,22.2,7.2,25159154.7705177,3.70286600589437,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101233,Positive (DNQ),1625.69135260441,1230.06868526749,1796.7450738439,1850.26029870185,1625.69135260441,343.662539427831,29894400,20.49,7.1,26731386.2251913,0.783123329325749,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101234,Positive (DNQ),9649,9145.21517952384,9961.5385883762,9841.42239241653,9649.39205343885,440.741097784171,46656000,9.53,6.9,47690545.5828301,7.25453665353771,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101235,Positive (DNQ),3849,4839.03080764188,4226.79444979448,2480.05783419665,3848.627697211,1224.11026542992,45964800,8.66,7,51271133.290185,2.85058175217964,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101236,Positive,28103,21324.7720945703,31166.171042722,31816.632582581,28102.5252399577,5878.70975032501,46742400,9.75,7.2,46874502.2731722,21.1669643845467,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101237,Positive (DNQ),9108.68384347568,8063.33035982734,9494.34302819677,9768.37814240294,9108.68384347568,915.612767651416,38620800,16.11,7.1,32063276.0202145,5.66864315611373,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101238,Positive (DNQ),4156.7072492181,6830.7362043128,2523.7080731055,3115.67747023599,4156.7072492181,2334.6156174622,32745600,17.48,7.2,30144101.6134568,2.19333321892417,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101239,Negative,0,,,,,,33350400,15.1,7,33672259.4619669,0,SEPA,1
Highland,Allanfearn,October 2020,(Empty),14101240,Positive,107813,104242.163414937,117750.705754496,101446.144666975,107813.004612136,8719.10879653899,40608000,15.9,7.1,32383013.1296063,70.5480436251508,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101241,Positive (DNQ),6748.77939219097,5358.55114701466,4843.61461150109,10043.5105946301,6748.55878438194,2865.10392181414,44409600,13.66,7.1,36323566.8374165,4.82936601551594,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101242,Positive,16654,16850.3867907222,14707.3502583848,18402.9970246128,16653.5780245733,1855.66740635483,36201600,16.87,7.2,30964804.5561062,9.71488237156195,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101243,Positive (DNQ),4219.7677473752,3731.58925144846,4093.37912609962,4833.63810670311,4219.5354947504,561.751272232993,30844800,19.4,7.2,27859592.3847107,2.09724335989682,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101244,Positive (DNQ),6348.79916317058,7543.34542486916,5358.98352253986,6143.46603161446,6348.59832634116,1106.5345335062,27388800,21.21,7.2,26042272.3994537,2.80190289471934,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101245,Positive (DNQ),2539.95716897673,1494.10230344098,4063.51746917141,2062.12324124796,2539.91433795345,1349.69878955997,27388800,22.3,7.1,25073788.2135486,1.12097079859711,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101247,Positive (DNQ),3038.13477062852,2045.23287396129,3865.65059433342,3203.92515547642,3038.26954125704,921.445335357998,25574400,23.68,7.1,23960707.8600888,1.25208547739089,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101248,Positive (DNQ),5997.93823817896,6230.84946342452,6022.19958945116,5740.58037619811,5997.87647635793,246.037913430763,28252800,23.44,7.2,24146006.4456166,2.73061981551525,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101249,Positive (DNQ),4448.88974367039,3769.30399482658,4374.92812649892,4932.10634069686,4358.77948734079,581.569349089477,33350400,18.45,7.1,28937753.4707605,2.34243835467805,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101250,Positive,11680,12681.8232389061,12372.5285533946,9986.58103762307,11680.3109433079,1474.94289573522,33609600,18.54,7.1,28831458.2282189,6.32586578169135,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101251,Positive (DNQ),7367.91536828346,6938.89351682565,7654.05425980546,7510.54443306964,7367.83073656692,378.337311736449,26524800,16.06,7.2,32138737.720129,3.14915460893503,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101253,Negative,0,334.633730215481,,,334.633730215481,,,21.03,7.2,26210663.5480023,0,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101254,Positive (DNQ),3886.89243637927,4369.12087928224,3404.44886623484,3886.78487275854,3886.78487275854,482.336006523701,,16.7,7,31202884.4573872,1.95428307865876,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101255,Positive,28105,26816.1382214476,28301.3250496502,29199.2880176217,28105.5837629065,1203.57248483556,,14.37,7.2,34958005.7426759,15.8322079117107,SEPA,1
Highland,Allanfearn,November 2020,(Empty),14101257,Positive (DNQ),5324,5006.09561762559,7359.52739794404,3607.42497492258,5324.34933016407,1896.18886648173,,,,,2.51648291138182,SEPA,1
Highland,Allanfearn,December 2020,(Empty),14101258,Positive (DNQ),3060.84535472057,1513.62145543425,4873.92773491126,2794.52293797789,3060.69070944113,1695.89166366765,30585600,21.23,7.2,26023717.1156336,1.50847693710211,SEPA,1
Highland,Allanfearn,December 2020,(Empty),14101259,Positive (DNQ),2214.83529667808,2454.76596093355,1494.97953375295,2694.26628538201,2214.67059335617,634.67040052876,28598400,21.59,7.1,25694891.3119401,1.02059421020718,SEPA,1
Highland,Allanfearn,December 2020,(Empty),14101260,Positive (DNQ),2715.08651348653,4362.37509056434,2549.04351802063,1234.10047233419,2715.17302697305,1570.74020196668,30499200,19.57,7.2,27676380.8036728,1.33440660646905,SEPA,1
Highland,Allanfearn,December 2020,(Empty),14101261,Weak Positive,447.846853769326,658.089291911419,,684.991830704538,671.540561307979,19.0229676117484,46224000,11.69,7.2,40863690.3137012,0.500198055140353,SEPA,1
Highland,Allanfearn,December 2020,(Empty),14101262,Negative,0,399.578374806604,,,399.578374806604,,48038400,11.17,7,42294302.8655195,0,SEPA,1
Highland,Allanfearn,December 2020,(Empty),14101263,Negative,0,,353.778351237245,,353.778351237245,,46483200,10.56,7.2,44129191.1115542,0,SEPA,1
Highland,Allanfearn,December 2020,(Empty),14101264,Positive (DNQ),5982.12853946093,4289.27019851151,6993.72742073435,6663.77361751973,5982.25707892186,1475.42224837337,41904000,14.71,7.1,34345224.7200756,4.03945503617812,SEPA,1
Highland,Allanfearn,December 2020,(Empty),14101265,Positive (DNQ),3819.05070244573,3087.01624445264,4452.27786972741,3918.01010049431,3819.10140489145,687.984028819978,42422400,14.59,7.1,34558635.8481745,2.61071010085512,SEPA,1
Highland,Allanfearn,December 2020,(Empty),14101267,Positive (DNQ),4019.78858978158,4725.83405933556,4037.54600895649,3295.35147039742,4019.57717956316,715.410559354643,38188800,15.96,7.1,32290905.9003471,2.47353812554226,SEPA,1
Highland,Allanfearn,January 2021,06/01/2021,14101271,Positive,70482,82229.3967907406,64921.9164487309,64295.2232380363,70482.1788258359,10178.2136709404,31190400,21.01,7.1,26229530.0084399,35.4243989566108,SEPA,1
Highland,Allanfearn,January 2021,06/01/2021,14101272,Positive,55044,61131.5170447713,50940.0744385201,53062.9849167894,55044.8588000269,5377.01066261937,26438400,22.7,7.2,24738937.2754454,23.4506106368016,SEPA,1
Highland,Allanfearn,January 2021,07/01/2021,14101273,Positive,82734,89503.1515232347,81184.133732492,77516.5508503341,82734.6120353536,6141.87562139028,26956800,24.7,7.2,23208599.8705719,35.9383220489642,SEPA,1
Highland,Allanfearn,January 2021,13/01/2021,14477281,Positive,102770,111173.863705824,94367.8907031059,,102770.877204465,11883.6174746601,28684800,21.88,,25436926.0743444,47.5033365309007,SEPA,1
Highland,Allanfearn,January 2021,14/01/2021,14477282,Positive,36182,39685.0883480346,32680.6982778088,,36182.8933129217,4952.85171673238,45619200,12.25,7.1,39442971.2421003,26.5982572210003,SEPA,1
Highland,Allanfearn,January 2021,14/01/2021,14477283,Positive,122424,122832.248900011,122017.631891887,,122424.940395949,576.021210513841,36547200,18.08,7.2,29384490.0068796,72.0985011060433,SEPA,1
Highland,Allanfearn,January 2021,18/01/2021,14477284,Positive,47935,50213.2125439501,45658.3644687988,,47935.7885063744,3220.76396121401,50371200,8.68,7.1,51181768.9832763,38.9084918948772,SEPA,1
Highland,Allanfearn,January 2021,19/01/2021,14477285,Positive,67382,74688.6508103655,60076.4596932021,,67382.5552517838,10332.3794269399,46742400,13.11,7.2,37470185.2608853,50.7528819910564,SEPA,1
Highland,Allanfearn,January 2021,21/01/2021,14477286,Positive,33430,29248.1391375673,37611.864232231,,33430.0016848991,5914.04673041676,40176000,15.51,7.2,32996930.0527148,21.6423949803814,SEPA,1
Highland,Allanfearn,January 2021,21/01/2021,14477287,Positive,15131,15501.5894763159,12377.7006655956,17515.3138888356,15131.5346769157,2588.72030621732,37065600,17.69,7.2,29873092.6434557,9.03766495408627,Roslin,1
Highland,Allanfearn,January 2021,25/01/2021,14477288,Positive,29462,29650.3234244876,29275.5936767316,,29462.9585506096,264.973945750589,49075200,11.27,7.1,42010191.9306186,23.2991811444597,SEPA,1
Highland,Allanfearn,January 2021,28/01/2021,14477289,Positive,33625,52046.9148699608,26510.1168293264,22318.0428681004,33625.0248557959,16090.9258526223,32140800,20.14,7.2,27081956.1285323,17.4149215070606,Roslin,1
Highland,Allanfearn,January 2021,02/02/2021,,Positive,44044,51000.067806193,37089.0119733339,,44044.5398897634,9836.60191287932,,,,,20.8170661050238,SEPA,1
Highland,Allanfearn,February 2021,03/02/2021,14477294,Positive,31607,31541.0792347829,31673.5571915241,,31607.3182131535,93.6760615694359,32054400,22.19,7.2,25167728.5781505,16.3259148044041,SEPA,1
Highland,Allanfearn,February 2021,04/02/2021,14477295,Positive,35619,35550.8296314808,35688.5399436412,,35619.684787561,97.3758955679309,30758400,21.27,7.2,25986698.4908285,17.6545250019291,SEPA,1
Highland,Allanfearn,February 2021,10/02/2021,14477296,Positive,41432,41879.3471015016,40985.7145946993,,41432.5308481004,631.893605448629,39312000,15.95,7.1,32306214.8432614,26.2463445921642,SEPA,1
Highland,Allanfearn,February 2021,10/02/2021,14477297,Positive,45465,45556.3172485974,45374.7118925229,,45465.5145705601,128.414378780096,29289600,22.52,7.2,24888327.4756563,21.458421727511,SEPA,1
Highland,Allanfearn,February 2021,15/02/2021,14477299,Positive,72455,70355.1225726084,74555.3165294112,,72455.2195510098,2969.98562915399,26524800,23.87,7.2,23816336.1216417,30.9687744939673,SEPA,1
Highland,Allanfearn,February 2021,17/02/2021,14477301,Positive,31065,33865.2251727381,28266.5854028384,,31065.9052877883,3958.83614671676,30758400,20.43,7,26790734.4745241,15.3974917207114,SEPA,1
Highland,Allanfearn,February 2021,18/02/2021,,Positive,58541,47401.5539996244,69681.2154436605,,58541.3847216425,15754.0996896184,,,,,27.6688070457808,SEPA,1
Highland,Allanfearn,February 2021,18/02/2021,14477303,Positive,13421,11852.3458252161,14989.9283704434,,13421.1370978297,2218.60589426278,31449600,19.77,7.1,27464384.2162764,6.80153071758526,SEPA,1
Highland,Allanfearn,February 2021,23/02/2021,14477304,Positive,59022,61513,56532,,59022.5,3522.09887709019,34300800,19.05,7.2,28245817.4144119,32.6230134390409,SEPA,1
Highland,Allanfearn,February 2021,24/02/2021,14477305,Positive,70399,72459.3634858386,68339.9791807312,,70399.6713332849,2912.84457645488,33264000,18.1,7.2,29359932.3497994,37.7352584232555,SEPA,1
Highland,Allanfearn,February 2021,25/02/2021,14477306,Positive,35213,33808.1752287712,36619.1468138045,,35213.6610212878,1987.65706949979,29030400,22.44,7.3,24955398.2343397,16.472762011544,SEPA,1
Highland,Allanfearn,February 2021,25/02/2021,14477307,Positive,12242,13102.4639269261,11382.0550815649,,12242.2595042455,1216.5127609682,39744000,17.14,,30595215.8984919,7.84034873403482,SEPA,1
Highland,Allanfearn,February 2021,03/03/2021,14477308,Positive,12775,13030.0584200516,12521.8600767767,,12775.9592484142,359.350494717464,26956800,23.23,,24310897.5597374,5.54963064016969,SEPA,1
Highland,Allanfearn,March 2021,08/03/2021,14477312,Positive,10975,15154.4765029092,6796.13675659159,,10975.3066297504,5910.23871408226,25056000,25.27,7.2,22811608.5675656,4.43129464235113,SEPA,1
Highland,Allanfearn,March 2021,10/03/2021,14783866,Positive,17465,21677.6851476697,13253.2249401682,,17465.455043919,5956.99294056057,33091200,7.3,,58342100.9218855,9.31310815606902,SEPA,1
Highland,Allanfearn,March 2021,10/03/2021,14783867,Positive,42959,32805.5717835742,53113.5017881132,,42959.5367858437,14359.8750180712,28339200,19.54,,27708508.7977076,19.6177592716714,SEPA,1
Highland,Allanfearn,March 2021,11/03/2021,14783868,Positive,33509,33509.6102601842,37148.3392352677,,35328.974747726,2572.96993318148,29980800,18.79,,28540891.2383374,17.0677580024594,SEPA,1
Highland,Allanfearn,March 2021,15/03/2021,14783869,Positive,55268,53641.57056846,56894.6448552686,,55268.1077118643,2300.27088790598,39484800,15.85,,32460236.7293653,35.1646875403884,SEPA,1
Highland,Allanfearn,March 2021,16/03/2021,14783870,Positive,26433,25647.4579244849,27219.0619638194,,26433.2599441521,1111.29187355356,27216000,20.71,,26516362.035429,11.5925038293217,SEPA,1
Highland,Allanfearn,March 2021,17/03/2021,14783871,Positive (DNQ),3090.17456051864,3993.06650068418,2187.28262035309,,3090.17456051864,1276.88202713947,29030400,34.65,,17967063.9434977,1.44556710757163,SEPA,1
Highland,Allanfearn,March 2021,18/03/2021,14783872,Positive (DNQ),3873.57152086941,3596.83222545399,4150.31081628484,,3873.57152086941,391.368464818064,26524800,22.33,,25048309.2080184,1.65564004442227,SEPA,1
Highland,Allanfearn,March 2021,23/03/2021,14783873,Positive,32887,35721.5710804968,30052.8777694062,,32887.2244249515,4008.37148073899,23673600,24.51,,23344527.851369,12.5456668946233,SEPA,1
Highland,Allanfearn,March 2021,24/03/2021,14783874,Positive,12615,14154.7288640864,11075.9413711815,,12615.335117634,2177.03151406535,21686400,25.9,,22390732.4376699,4.40847599818004,SEPA,1
Highland,Allanfearn,March 2021,24/03/2021,14783875,Positive,45045,49567.6832613998,40523.5385938082,,45045.610927604,6395.17602448619,22809600,24.79,,23144851.9266803,16.5566464761075,SEPA,1
Highland,Allanfearn,March 2021,25/03/2021,14783876,Positive,35711,32193.7520651482,39230.0801008516,,35711.9160829999,4975.43526869889,22723200,25.28,,22804784.259506,13.0762997766158,SEPA,1
Highland,Allanfearn,March 2021,29/03/2021,14783877,Positive,31291,27799.6006550451,34784.0487910132,,31291.8247230291,4938.75063978878,31536000,20.42,,26800655.6197294,15.9015595808026,SEPA,1
Highland,Allanfearn,March 2021,30/03/2021,14783878,Analysis Failed,,,,,,,33350400,16.93,,30881779.4759498,,SEPA,1
Highland,Allanfearn,March 2021,31/03/2021,14783878,Analysis Failed,,,,,,,33350400,16.93,,30881779.4759498,,SEPA,1
Highland,Allanfearn,March 2021,01/04/2021,14783879,Positive (DNQ),2764,2174.80584763927,3354.13678538257,,2764.47131651092,833.912903341381,30672000,16.77,,31104338.2685417,1.36633253118088,SEPA,1
Highland,Allanfearn,March 2021,06/04/2021,14783880,Weak Positive,588,588.257966595074,589.316253047998,,588.787109821536,0.748321527300736,35078400,16.34,,31721382.144336,0.3328130096549,SEPA,1
Highland,Allanfearn,April 2021,07/04/2021,14783881,Weak Positive,597,0,1194.21580600582,,597.107903002911,844.438094626875,30931200,17.43,,30209472.1598562,0.29761294223732,SEPA,1
Highland,Allanfearn,April 2021,07/04/2021,14783883,Positive,15255,14119.7331214144,16392.111209841,,15255.9221656277,1606.81395574617,25401600,22.8,,24656838.3349133,6.24455883983383,SEPA,1
Highland,Allanfearn,April 2021,08/04/2021,14783884,Positive (DNQ),4722,4464.67806127176,4980.49755068807,,4722.58780597992,364.739458834455,24796800,21.93,,25393055.2673679,1.88702609345004,SEPA,1
Highland,Allanfearn,April 2021,13/04/2021,14783885,Positive (DNQ),7304,7212.15269937327,7395.88853335234,,7304.02061636281,129.920854153565,32745600,18.62,,28737731.4849981,3.85404843042267,SEPA,1
Highland,Allanfearn,April 2021,14/04/2021,14783886,Positive (DNQ),2976,4493.29085561241,1460.15764933987,,2976.72425247614,2144.74905839741,23500800,25.25,,22825271.4222781,1.12725839235218,SEPA,1
Highland,Allanfearn,April 2021,14/04/2021,14783887,Positive (DNQ),2387,3416.84389465796,1358.25468798193,,2387.54929131994,1455.64238771805,23068800,23.98,,23733671.3441842,0.887522915524211,SEPA,1
Highland,Allanfearn,April 2021,26/04/2021,14783893,Positive (DNQ),8421,6878.6109047546,9964.36439223473,,8421.48764849466,2181.95721606725,21081600,24.79,,23144851.9266803,2.8608468531133,SEPA,1
Highland,Allanfearn,April 2021,28/04/2021,14783895,Positive (DNQ),4780,3458.1194752027,6103.05880533336,,4780.58914026803,1870.2545361624,27820800,24.83,,23116649.8012914,2.1431534105767,SEPA,1
Highland,Allanfearn,April 2021,29/04/2021,14783896,Weak Positive,1058,1047.51168181185,1070.27703801656,,1058.8943599142,16.0975377484816,32054400,19.14,,28145318.1515442,0.546943558774595,SEPA,1
Highland,Allanfearn,May 2021,05/05/2021,14783898,Weak Positive,796,0,1592.19427633456,,796.097138167279,1125.85136976257,23328000,25.46,,22682752.1610703,0.299258017325184,SEPA,1
Highland,Allanfearn,May 2021,11/05/2021,,Positive,32418,32418.4679465637,,,32418.4679465637,,,,,,15.3221577965458,SEPA,1
Highland,Allanfearn,May 2021,12/05/2021,14783902,Positive (DNQ),1706,1281.10555093713,2130.35896548077,,1705.73225820895,600.512848369635,28252800,20.17,,27051488.8966434,0.776559224350219,SEPA,1
Highland,Allanfearn,May 2021,13/05/2021,14783904,Positive (DNQ),4616,3465.36798269785,5768.1945430751,,4616.78126288648,1628.34427673925,28080000,21.63,,25658948.913991,2.08900090015554,SEPA,1
Highland,Allanfearn,May 2021,14/05/2021,14783905,Positive,18140,19139.3336062579,17142.6157980164,,18140.9747021372,1411.8927023235,35510400,16.3,,31780233.1037781,10.3805032076891,SEPA,1
Highland,Allanfearn,May 2021,17/05/2021,14783906,Positive (DNQ),9469,6255.87531170112,12682.1929253796,,9469.03411854036,4544.09276269061,26352000,22.59,,24829982.8894421,4.02088348144922,SEPA,1
Highland,Allanfearn,May 2021,18/05/2021,14783907,Weak Positive,1131,1251.53279094457,1011.78686198102,,1131.6598264628,169.525972131991,26784000,21.34,,25922209.2292138,0.488420135872563,SEPA,1
Highland,Allanfearn,May 2021,19/05/2021,14783908,Weak Positive,730,1460.47499034056,0,,730.237495170281,1032.71176942317,29635200,22.52,,24888327.4756563,0.348717880319545,SEPA,1
Highland,Allanfearn,May 2021,20/05/2021,14783909,Weak Positive,492,985.6476479531,0,,492.82382397655,696.958135728208,35856000,15.77,,32584688.4132592,0.284744771544413,SEPA,1
Highland,Allanfearn,May 2021,24/05/2021,14783910,Negative,0,,,,,,26784000,23.22,,24318814.8182627,0,SEPA,1
Highland,Allanfearn,May 2021,26/05/2021,14783912,Weak Positive,511,1022.6690859806,0,,511.334542990302,723.136245606733,45187200,8.31,,52895940.6347701,0.372325506155715,SEPA,1
Highland,Allanfearn,May 2021,28/05/2021,14783913,Negative,0,,,,,,45273600,8.69,,51137222.3083267,0,SEPA,1
