HBNAME,Site,Date,Date Analysed,SW Sample Number,N1 Description,N1 Reported Value,N1 Sample 1,N1 Sample 2,N1 Sample 3,Calculated Mean,Standard Deviation,Flow (l/day),Ammonia (mg/l),pH Value,Modelled Flow (l/day),Million Gene Copies Per Person per Day,Analysis Lab,(Row Count)
Highland,Allanfearn,01/06/2020,(Empty),13953443,Negative,0,,,,,,19353600,,,,0,SEPA,1
Highland,Allanfearn,02/06/2020,(Empty),13953444,Negative,0,,,,,,17020800,,,,0,SEPA,1
Highland,Allanfearn,04/06/2020,(Empty),13953445,Negative,0,,,,,,22204800,,,,0,SEPA,1
Highland,Allanfearn,08/06/2020,(Empty),13953446,Negative,0,,,,,,25228800,,,,0,SEPA,1
Highland,Allanfearn,09/06/2020,(Empty),13953447,Negative,0,,,,,,24537600,,,,0,SEPA,1
Highland,Allanfearn,10/06/2020,(Empty),13953448,Negative,0,945,,,945,,27820800,,,,0,SEPA,1
Highland,Allanfearn,15/06/2020,(Empty),13953450,Negative,0,,,,,,28339200,,,,0,SEPA,1
Highland,Allanfearn,19/06/2020,(Empty),13953453,Negative,0,,,,,,21772800,,,,0,SEPA,1
Highland,Allanfearn,30/06/2020,(Empty),,Negative,0,,,,,,,,,,0,SEPA,1
Highland,Allanfearn,07/08/2020,(Empty),14101192,Weak Positive,435,415.51,460.32,431.59,435.81,22.7,24537600,23.38,7.3,24192853,0.17,SEPA,1
Highland,Allanfearn,10/08/2020,(Empty),14101193,Negative,0,,,,,,21945600,24.49,7.3,23358944,0,SEPA,1
Highland,Allanfearn,14/08/2020,(Empty),14101196,Weak Positive,868,539.25,570.8,1495.48,868.51,543.2,20217600,26.6,7.2,21943689,0.28,SEPA,1
Highland,Allanfearn,17/08/2020,(Empty),14101197,Weak Positive,898,,620.25,1175.83,898.04,392.85,20390400,27.01,7.3,21691320,0.3,SEPA,1
Highland,Allanfearn,18/08/2020,(Empty),14101198,Weak Positive,820,1194.13,617.18,649.3,820.21,324.23,20822400,26.77,7.3,21838225,0.28,SEPA,1
Highland,Allanfearn,19/08/2020,(Empty),14101199,Negative,0,,,260.07,260.07,,29289600,24.06,7.5,23673969,0,SEPA,1
Highland,Allanfearn,21/08/2020,(Empty),14101200,Weak Positive,1074,1524.73,,624.04,1074.39,636.89,23241600,21.33,7.2,25931399,0.4,SEPA,1
Highland,Allanfearn,24/08/2020,(Empty),14101201,Weak Positive,1414,,2078.85,749.55,1414.2,939.96,23673600,21.6,7.2,25685895,0.54,SEPA,1
Highland,Allanfearn,25/08/2020,(Empty),14101202,Negative,0,,,,,,20995200,22.01,7.3,25323226,0,SEPA,1
Highland,Allanfearn,26/08/2020,(Empty),14101203,Negative,0,,,,,,23241600,25.16,7.3,22886990,0,SEPA,1
Highland,Allanfearn,28/08/2020,(Empty),14101204,Negative,0,,,2263.79,2263.79,,21168000,25.26,7.1,22818438,0,SEPA,1
Highland,Allanfearn,31/08/2020,(Empty),14101205,Weak Positive,1124,533.57,502.95,1098.71,711.74,335.47,19267200,24.47,7.2,23373380,0.22,SEPA,1
Highland,Allanfearn,01/09/2020,(Empty),14101206,Positive (DNQ),2353,3492.09,1669.71,1897.29,2353.03,993,20131200,27.81,7.1,21217763,0.76,SEPA,1
Highland,Allanfearn,02/09/2020,(Empty),14101207,Weak Positive,2912,2101.29,1271.67,5364.82,2912.59,2163.82,20908800,25.51,7.2,22649123,0.98,SEPA,1
Highland,Allanfearn,04/09/2020,(Empty),14101208,Positive (DNQ),7868,5364.82,8090.42,10149.9,7868.38,2400.26,23155200,24.64,7.2,23251326,2.94,SEPA,1
Highland,Allanfearn,07/09/2020,(Empty),14101209,Positive (DNQ),2825,4286.31,2071.09,2117.86,2825.09,1265.67,23760000,24.83,7.1,23116650,1.08,SEPA,1
Highland,Allanfearn,08/09/2020,(Empty),14101210,Positive (DNQ),7171,8785.93,6468.17,6257.57,7170.56,1402.91,20217600,24.83,7.1,23116650,2.34,SEPA,1
Highland,Allanfearn,09/09/2020,(Empty),14101211,Weak Positive,379,355.84,396.36,385.67,379.29,21,31622400,15.95,7.2,32306215,0.19,SEPA,1
Highland,Allanfearn,11/09/2020,(Empty),14101212,Weak Positive,1006,1819.62,625.6,573.24,1006.15,704.97,19872000,28.93,7.2,20593589,0.32,SEPA,1
Highland,Allanfearn,14/09/2020,(Empty),14101213,Weak Positive,1302,,2042.13,561.65,1301.89,1046.85,33955200,12.54,7.2,38751199,0.71,SEPA,1
Highland,Allanfearn,15/09/2020,(Empty),14101214,Positive (DNQ),1686,1643.48,1575.96,1839.47,1686.31,136.87,22636800,21.15,7.1,26098123,0.62,SEPA,1
Highland,Allanfearn,16/09/2020,(Empty),14101215,Weak Positive,325,321.49,322.6,331.66,325.25,5.58,24710400,22.67,7.3,24763691,0.13,SEPA,1
Highland,Allanfearn,18/09/2020,(Empty),14101216,Weak Positive,1142,1080.8,1208.6,1139.5,1142.97,63.97,21513600,25.64,7.2,22562226,0.4,SEPA,1
Highland,Allanfearn,21/09/2020,(Empty),14101217,Negative,0,,,1951.95,1951.95,,22118400,23.76,7.3,23899673,0,SEPA,1
Highland,Allanfearn,22/09/2020,(Empty),14101218,Positive (DNQ),5867,5604.02,5658.69,6337.71,5866.81,408.73,22464000,24.74,7.2,23180217,2.12,SEPA,1
Highland,Allanfearn,23/09/2020,(Empty),14101219,Positive (DNQ),5875,5486.88,6262.24,2617.14,4788.75,1920.22,24105600,22.82,7.2,24640494,1.86,SEPA,1
Highland,Allanfearn,25/09/2020,(Empty),14101220,Positive (DNQ),5033,4642.69,5108.22,5348.11,5033,358.67,20304000,25.88,7.3,22403817,1.65,SEPA,1
Highland,Allanfearn,28/09/2020,(Empty),14101221,Positive (DNQ),1545,1913.06,1181.03,1540,1544.7,366.04,19785600,28.78,7.3,20674707,0.49,SEPA,1
Highland,Allanfearn,29/09/2020,(Empty),14101222,Positive (DNQ),2678,2866.97,2688,2479.52,2678.16,193.91,20476800,27.15,7.3,21606680,0.88,SEPA,1
Highland,Allanfearn,30/09/2020,(Empty),14101223,Positive (DNQ),1366,2341.86,881.92,873.09,1365.62,845.46,21772800,,,,0.48,SEPA,1
Highland,Allanfearn,02/10/2020,(Empty),14101224,Positive (DNQ),1982,1976.2,802.27,1988.23,1588.9,681.27,39398400,11.9,7,40317167,1.01,SEPA,1
Highland,Allanfearn,05/10/2020,(Empty),14101225,Positive (DNQ),5518,7523.1,6074.88,2956.59,5518.19,2333.6,44496000,9.22,7,48898256,3.96,SEPA,1
Highland,Allanfearn,06/10/2020,(Empty),14101226,Positive (DNQ),3496,3418.67,3524.05,3544.88,3495.87,67.66,41817600,12.81,7.1,38131925,2.36,SEPA,1
Highland,Allanfearn,07/10/2020,(Empty),14101227,Positive (DNQ),3004,2971.78,1219.36,6321.14,3504.1,2592.21,37843200,15.11,7.3,33655406,2.14,SEPA,1
Highland,Allanfearn,12/10/2020,(Empty),14101229,Positive (DNQ),2650,3654,1991.87,2304.26,2650.04,883.37,25401600,23.62,7.2,24006722,1.08,SEPA,1
Highland,Allanfearn,13/10/2020,(Empty),14101230,Positive (DNQ),2630,2733.51,2745.35,2411.49,2630.12,189.43,40694400,13.17,7.1,37341018,1.72,SEPA,1
Highland,Allanfearn,14/10/2020,(Empty),14101231,Positive (DNQ),4750,3368.38,6302.97,4580.06,4750.47,1474.7,42940800,10.72,7.1,43630187,3.29,SEPA,1
Highland,Allanfearn,16/10/2020,(Empty),14101232,Positive (DNQ),8390,8776.32,8315.79,8077.94,8390.02,355.06,27388800,22.2,7.2,25159155,3.7,SEPA,1
Highland,Allanfearn,19/10/2020,(Empty),14101233,Positive (DNQ),1626,1230.07,1796.75,1850.26,1625.69,343.66,29894400,20.49,7.1,26731386,0.78,SEPA,1
Highland,Allanfearn,20/10/2020,(Empty),14101234,Positive (DNQ),9649,9145.22,9961.54,9841.42,9649.39,440.74,46656000,9.53,6.9,47690546,7.25,SEPA,1
Highland,Allanfearn,21/10/2020,(Empty),14101235,Positive (DNQ),3849,4839.03,4226.79,2480.06,3848.63,1224.11,45964800,8.66,7,51271133,2.85,SEPA,1
Highland,Allanfearn,23/10/2020,(Empty),14101236,Positive,28103,21324.77,31166.17,31816.63,28102.53,5878.71,46742400,9.75,7.2,46874502,21.17,SEPA,1
Highland,Allanfearn,26/10/2020,(Empty),14101237,Positive (DNQ),9109,8063.33,9494.34,9768.38,9108.68,915.61,38620800,16.11,7.1,32063276,5.67,SEPA,1
Highland,Allanfearn,27/10/2020,(Empty),14101238,Positive (DNQ),4157,6830.74,2523.71,3115.68,4156.71,2334.62,32745600,17.48,7.2,30144102,2.19,SEPA,1
Highland,Allanfearn,28/10/2020,(Empty),14101239,Negative,0,,,,,,33350400,15.1,7,33672259,0,SEPA,1
Highland,Allanfearn,30/10/2020,(Empty),14101240,Positive,107813,104242.16,117750.71,101446.14,107813,8719.11,40608000,15.9,7.1,32383013,70.55,SEPA,1
Highland,Allanfearn,02/11/2020,(Empty),14101241,Positive (DNQ),6749,5358.55,4843.61,10043.51,6748.56,2865.1,44409600,13.66,7.1,36323567,4.83,SEPA,1
Highland,Allanfearn,03/11/2020,(Empty),14101242,Positive,16654,16850.39,14707.35,18403,16653.58,1855.67,36201600,16.87,7.2,30964805,9.71,SEPA,1
Highland,Allanfearn,04/11/2020,(Empty),14101243,Positive (DNQ),4220,3731.59,4093.38,4833.64,4219.54,561.75,30844800,19.4,7.2,27859592,2.1,SEPA,1
Highland,Allanfearn,06/11/2020,(Empty),14101244,Positive (DNQ),6349,7543.35,5358.98,6143.47,6348.6,1106.53,27388800,21.21,7.2,26042272,2.8,SEPA,1
Highland,Allanfearn,09/11/2020,(Empty),14101245,Positive (DNQ),2540,1494.1,4063.52,2062.12,2539.91,1349.7,27388800,22.3,7.1,25073788,1.12,SEPA,1
Highland,Allanfearn,11/11/2020,(Empty),14101247,Positive (DNQ),3038,2045.23,3865.65,3203.93,3038.27,921.45,25574400,23.68,7.1,23960708,1.25,SEPA,1
Highland,Allanfearn,13/11/2020,(Empty),14101248,Positive (DNQ),5998,6230.85,6022.2,5740.58,5997.88,246.04,28252800,23.44,7.2,24146006,2.73,SEPA,1
Highland,Allanfearn,16/11/2020,(Empty),14101249,Positive (DNQ),4449,3769.3,4374.93,4932.11,4358.78,581.57,33350400,18.45,7.1,28937753,2.34,SEPA,1
Highland,Allanfearn,17/11/2020,(Empty),14101250,Positive,11680,12681.82,12372.53,9986.58,11680.31,1474.94,33609600,18.54,7.1,28831458,6.33,SEPA,1
Highland,Allanfearn,18/11/2020,(Empty),14101251,Positive (DNQ),7368,6938.89,7654.05,7510.54,7367.83,378.34,26524800,16.06,7.2,32138738,3.15,SEPA,1
Highland,Allanfearn,23/11/2020,(Empty),14101253,Negative,0,334.63,,,334.63,,,21.03,7.2,26210664,0,SEPA,1
Highland,Allanfearn,24/11/2020,(Empty),14101254,Positive (DNQ),3887,4369.12,3404.45,3886.78,3886.78,482.34,,16.7,7,31202884,1.95,SEPA,1
Highland,Allanfearn,25/11/2020,(Empty),14101255,Positive,28105,26816.14,28301.33,29199.29,28105.58,1203.57,,14.37,7.2,34958006,15.83,SEPA,1
Highland,Allanfearn,30/11/2020,(Empty),14101257,Positive (DNQ),5324,5006.1,7359.53,3607.42,5324.35,1896.19,,,,,2.51,SEPA,1
Highland,Allanfearn,01/12/2020,(Empty),14101258,Positive (DNQ),3061,1513.62,4873.93,2794.52,3060.69,1695.89,30585600,21.23,7.2,26023717,1.51,SEPA,1
Highland,Allanfearn,02/12/2020,(Empty),14101259,Positive (DNQ),2215,2454.77,1494.98,2694.27,2214.67,634.67,28598400,21.59,7.1,25694891,1.02,SEPA,1
Highland,Allanfearn,04/12/2020,(Empty),14101260,Positive (DNQ),2715,4362.38,2549.04,1234.1,2715.17,1570.74,30499200,19.57,7.2,27676381,1.33,SEPA,1
Highland,Allanfearn,07/12/2020,(Empty),14101261,Weak Positive,448,658.09,,684.99,671.54,19.02,46224000,11.69,7.2,40863690,0.5,SEPA,1
Highland,Allanfearn,08/12/2020,(Empty),14101262,Negative,0,399.58,,,399.58,,48038400,11.17,7,42294303,0,SEPA,1
Highland,Allanfearn,09/12/2020,(Empty),14101263,Negative,0,,353.78,,353.78,,46483200,10.56,7.2,44129191,0,SEPA,1
Highland,Allanfearn,11/12/2020,(Empty),14101264,Positive (DNQ),5982,4289.27,6993.73,6663.77,5982.26,1475.42,41904000,14.71,7.1,34345225,4.04,SEPA,1
Highland,Allanfearn,14/12/2020,(Empty),14101265,Positive (DNQ),3819,3087.02,4452.28,3918.01,3819.1,687.98,42422400,14.59,7.1,34558636,2.61,SEPA,1
Highland,Allanfearn,16/12/2020,(Empty),14101267,Positive (DNQ),4020,4725.83,4037.55,3295.35,4019.58,715.41,38188800,15.96,7.1,32290906,2.47,SEPA,1
Highland,Allanfearn,04/01/2021,06/01/2021,14101271,Positive,70482,82229.4,64921.92,64295.22,70482.18,10178.21,31190400,21.01,7.1,26229530,35.42,SEPA,1
Highland,Allanfearn,05/01/2021,06/01/2021,14101272,Positive,55044,61131.52,50940.07,53062.98,55044.86,5377.01,26438400,22.7,7.2,24738937,23.45,SEPA,1
Highland,Allanfearn,06/01/2021,07/01/2021,14101273,Positive,82734,89503.15,81184.13,77516.55,82734.61,6141.88,26956800,24.7,7.2,23208600,35.94,SEPA,1
Highland,Allanfearn,11/01/2021,13/01/2021,14477281,Positive,102770,111173.86,94367.89,,102770.88,11883.62,28684800,21.88,,25436926,47.5,SEPA,1
Highland,Allanfearn,12/01/2021,14/01/2021,14477282,Positive,36182,39685.09,32680.7,,36182.89,4952.85,45619200,12.25,7.1,39442971,26.6,SEPA,1
Highland,Allanfearn,13/01/2021,14/01/2021,14477283,Positive,122424,122832.25,122017.63,,122424.94,576.02,36547200,18.08,7.2,29384490,72.1,SEPA,1
Highland,Allanfearn,15/01/2021,18/01/2021,14477284,Positive,47935,50213.21,45658.36,,47935.79,3220.76,50371200,8.68,7.1,51181769,38.91,SEPA,1
Highland,Allanfearn,18/01/2021,19/01/2021,14477285,Positive,67382,74688.65,60076.46,,67382.56,10332.38,46742400,13.11,7.2,37470185,50.75,SEPA,1
Highland,Allanfearn,19/01/2021,21/01/2021,14477286,Positive,33430,29248.14,37611.86,,33430,5914.05,40176000,15.51,7.2,32996930,21.64,SEPA,1
Highland,Allanfearn,20/01/2021,21/01/2021,14477287,Positive,15131,15501.59,12377.7,17515.31,15131.53,2588.72,37065600,17.69,7.2,29873093,9.04,Roslin,1
Highland,Allanfearn,22/01/2021,25/01/2021,14477288,Positive,29462,29650.32,29275.59,,29462.96,264.97,49075200,11.27,7.1,42010192,23.3,SEPA,1
Highland,Allanfearn,26/01/2021,28/01/2021,14477289,Positive,33625,52046.91,26510.12,22318.04,33625.02,16090.93,32140800,20.14,7.2,27081956,17.41,Roslin,1
Highland,Allanfearn,29/01/2021,02/02/2021,,Positive,44044,51000.07,37089.01,,44044.54,9836.6,,,,,20.8,SEPA,1
Highland,Allanfearn,02/02/2021,03/02/2021,14477294,Positive,31607,31541.08,31673.56,,31607.32,93.68,32054400,22.19,7.2,25167729,16.33,SEPA,1
Highland,Allanfearn,03/02/2021,04/02/2021,14477295,Positive,35619,35550.83,35688.54,,35619.68,97.38,30758400,21.27,7.2,25986698,17.65,SEPA,1
Highland,Allanfearn,05/02/2021,10/02/2021,14477296,Positive,41432,41879.35,40985.71,,41432.53,631.89,39312000,15.95,7.1,32306215,26.25,SEPA,1
Highland,Allanfearn,08/02/2021,10/02/2021,14477297,Positive,45465,45556.32,45374.71,,45465.51,128.41,29289600,22.52,7.2,24888327,21.46,SEPA,1
Highland,Allanfearn,10/02/2021,15/02/2021,14477299,Positive,72455,70355.12,74555.32,,72455.22,2969.99,26524800,23.87,7.2,23816336,30.97,SEPA,1
Highland,Allanfearn,15/02/2021,17/02/2021,14477301,Positive,31065,33865.23,28266.59,,31065.91,3958.84,30758400,20.43,7,26790734,15.4,SEPA,1
Highland,Allanfearn,16/02/2021,18/02/2021,,Positive,58541,47401.55,69681.22,,58541.38,15754.1,,,,,27.65,SEPA,1
Highland,Allanfearn,17/02/2021,18/02/2021,14477303,Positive,13421,11852.35,14989.93,,13421.14,2218.61,31449600,19.77,7.1,27464384,6.8,SEPA,1
Highland,Allanfearn,19/02/2021,23/02/2021,14477304,Positive,59022,61513,56532,,59022.5,3522.1,34300800,19.05,7.2,28245817,32.62,SEPA,1
Highland,Allanfearn,22/02/2021,24/02/2021,14477305,Positive,70399,72459.36,68339.98,,70399.67,2912.84,33264000,18.1,7.2,29359932,37.74,SEPA,1
Highland,Allanfearn,23/02/2021,25/02/2021,14477306,Positive,35213,33808.18,36619.15,,35213.66,1987.66,29030400,22.44,7.3,24955398,16.47,SEPA,1
Highland,Allanfearn,24/02/2021,25/02/2021,14477307,Positive,12242,13102.46,11382.06,,12242.26,1216.51,39744000,17.14,,30595216,7.84,SEPA,1
Highland,Allanfearn,27/02/2021,03/03/2021,14477308,Positive,12775,13030.06,12521.86,,12775.96,359.35,26956800,23.23,,24310898,5.55,SEPA,1
Highland,Allanfearn,05/03/2021,08/03/2021,14477312,Positive,10975,15154.48,6796.14,,10975.31,5910.24,25056000,25.27,7.2,22811609,4.43,SEPA,1
Highland,Allanfearn,08/03/2021,10/03/2021,14783866,Positive,17465,21677.69,13253.22,,17465.46,5956.99,33091200,7.3,,58342101,9.31,SEPA,1
Highland,Allanfearn,09/03/2021,10/03/2021,14783867,Positive,42959,32805.57,53113.5,,42959.54,14359.88,28339200,19.54,,27708509,19.62,SEPA,1
Highland,Allanfearn,10/03/2021,11/03/2021,14783868,Positive,33509,33509.61,37148.34,,35328.97,2572.97,29980800,18.79,,28540891,17.07,SEPA,1
Highland,Allanfearn,12/03/2021,15/03/2021,14783869,Positive,55268,53641.57,56894.64,,55268.11,2300.27,39484800,15.85,,32460237,35.16,SEPA,1
Highland,Allanfearn,15/03/2021,16/03/2021,14783870,Positive,26433,25647.46,27219.06,,26433.26,1111.29,27216000,20.71,,26516362,11.59,SEPA,1
Highland,Allanfearn,16/03/2021,17/03/2021,14783871,Positive (DNQ),3090,3993.07,2187.28,,3090.17,1276.88,29030400,34.65,,17967064,1.45,SEPA,1
Highland,Allanfearn,17/03/2021,18/03/2021,14783872,Positive (DNQ),3874,3596.83,4150.31,,3873.57,391.37,26524800,22.33,,25048309,1.66,SEPA,1
Highland,Allanfearn,19/03/2021,23/03/2021,14783873,Positive,32887,35721.57,30052.88,,32887.22,4008.37,23673600,24.51,,23344528,12.55,SEPA,1
Highland,Allanfearn,22/03/2021,24/03/2021,14783874,Positive,12615,14154.73,11075.94,,12615.34,2177.03,21686400,25.9,,22390732,4.41,SEPA,1
Highland,Allanfearn,23/03/2021,24/03/2021,14783875,Positive,45045,49567.68,40523.54,,45045.61,6395.18,22809600,24.79,,23144852,16.56,SEPA,1
Highland,Allanfearn,24/03/2021,25/03/2021,14783876,Positive,35711,32193.75,39230.08,,35711.92,4975.44,22723200,25.28,,22804784,13.08,SEPA,1
Highland,Allanfearn,26/03/2021,29/03/2021,14783877,Positive,31291,27799.6,34784.05,,31291.82,4938.75,31536000,20.42,,26800656,15.9,SEPA,1
Highland,Allanfearn,29/03/2021,30/03/2021,14783878,Analysis Failed,,,,,,,33350400,16.93,,30881779,,SEPA,1
Highland,Allanfearn,29/03/2021,31/03/2021,14783878,Analysis Failed,,,,,,,33350400,16.93,,30881779,,SEPA,1
Highland,Allanfearn,30/03/2021,01/04/2021,14783879,Positive (DNQ),2764,2174.81,3354.14,,2764.47,833.91,30672000,16.77,,31104338,1.37,SEPA,1
Highland,Allanfearn,31/03/2021,06/04/2021,14783880,Weak Positive,588,588.26,589.32,,588.79,0.75,35078400,16.34,,31721382,0.33,SEPA,1
Highland,Allanfearn,02/04/2021,07/04/2021,14783881,Weak Positive,597,0,1194.22,,597.11,844.44,30931200,17.43,,30209472,0.3,SEPA,1
Highland,Allanfearn,06/04/2021,07/04/2021,14783883,Positive,15255,14119.73,16392.11,,15255.92,1606.81,25401600,22.8,,24656838,6.24,SEPA,1
Highland,Allanfearn,07/04/2021,08/04/2021,14783884,Positive (DNQ),4722,4464.68,4980.5,,4722.59,364.74,24796800,21.93,,25393055,1.89,SEPA,1
Highland,Allanfearn,09/04/2021,13/04/2021,14783885,Positive (DNQ),7304,7212.15,7395.89,,7304.02,129.92,32745600,18.62,,28737731,3.85,SEPA,1
Highland,Allanfearn,12/04/2021,14/04/2021,14783886,Positive (DNQ),2976,4493.29,1460.16,,2976.72,2144.75,23500800,25.25,,22825271,1.13,SEPA,1
Highland,Allanfearn,13/04/2021,14/04/2021,14783887,Positive (DNQ),2387,3416.84,1358.25,,2387.55,1455.64,23068800,23.98,,23733671,0.89,SEPA,1
Highland,Allanfearn,23/04/2021,26/04/2021,14783893,Positive (DNQ),8421,6878.61,9964.36,,8421.49,2181.96,21081600,24.79,,23144852,2.86,SEPA,1
Highland,Allanfearn,27/04/2021,28/04/2021,14783895,Positive (DNQ),4780,3458.12,6103.06,,4780.59,1870.25,27820800,24.83,,23116650,2.14,SEPA,1
Highland,Allanfearn,28/04/2021,29/04/2021,14783896,Weak Positive,1058,1047.51,1070.28,,1058.89,16.1,32054400,19.14,,28145318,0.55,SEPA,1
Highland,Allanfearn,03/05/2021,05/05/2021,14783898,Weak Positive,796,0,1592.19,,796.1,1125.85,23328000,25.46,,22682752,0.3,SEPA,1
Highland,Allanfearn,07/05/2021,11/05/2021,,Positive,32418,32418.47,,,32418.47,,,,,,15.31,SEPA,1
Highland,Allanfearn,10/05/2021,12/05/2021,14783902,Positive (DNQ),1706,1281.11,2130.36,,1705.73,600.51,28252800,20.17,,27051489,0.78,SEPA,1
Highland,Allanfearn,12/05/2021,13/05/2021,14783904,Positive (DNQ),4616,3465.37,5768.19,,4616.78,1628.34,28080000,21.63,,25658949,2.09,SEPA,1
Highland,Allanfearn,13/05/2021,14/05/2021,14783905,Positive,18140,19139.33,17142.62,,18140.97,1411.89,35510400,16.3,,31780233,10.38,SEPA,1
Highland,Allanfearn,14/05/2021,17/05/2021,14783906,Positive (DNQ),9469,6255.88,12682.19,,9469.03,4544.09,26352000,22.59,,24829983,4.02,SEPA,1
Highland,Allanfearn,17/05/2021,18/05/2021,14783907,Weak Positive,1131,1251.53,1011.79,,1131.66,169.53,26784000,21.34,,25922209,0.49,SEPA,1
Highland,Allanfearn,18/05/2021,19/05/2021,14783908,Weak Positive,730,1460.47,0,,730.24,1032.71,29635200,22.52,,24888327,0.35,SEPA,1
Highland,Allanfearn,19/05/2021,20/05/2021,14783909,Weak Positive,492,985.65,0,,492.82,696.96,35856000,15.77,,32584688,0.28,SEPA,1
Highland,Allanfearn,21/05/2021,24/05/2021,14783910,Negative,0,,,,,,26784000,23.22,,24318815,0,SEPA,1
Highland,Allanfearn,25/05/2021,26/05/2021,14783912,Weak Positive,511,1022.67,0,,511.33,723.14,45187200,8.31,,52895941,0.37,SEPA,1
Highland,Allanfearn,26/05/2021,28/05/2021,14783913,Negative,0,,,,,,45273600,8.69,,51137222,0,SEPA,1
Highland,Allanfearn,28/05/2021,31/05/2021,15015957,Weak Positive,1293,1492.29,1094.25,,1293.27,281.46,31017600,17.47,,30157149,0.65,SEPA,1
Highland,Allanfearn,31/05/2021,02/06/2021,15015958,Positive (DNQ),1387,1433.52,1342.13,,1387.82,64.63,27820800,20.58,,26642934,0.62,SEPA,1
Highland,Allanfearn,01/06/2021,02/06/2021,15015959,Weak Positive,852,1704.91,0,,852.45,1205.55,27388800,21.41,,25858090,0.38,SEPA,1
Highland,Allanfearn,02/06/2021,03/06/2021,15015960,Negative,0,,,,,,25920000,21.96,,25366817,0,SEPA,1
Highland,Allanfearn,04/06/2021,07/06/2021,15015961,Weak Positive,743,718.44,767.01,,742.72,34.35,25142400,26.12,,22247967,0.3,SEPA,1
Highland,Allanfearn,09/06/2021,11/06/2021,15015962,Negative,0,,,,,,24105600,23.92,,23778678,0,SEPA,1
Highland,Allanfearn,10/06/2021,11/06/2021,15015963,Weak Positive,1287,1212.65,1360.99,,1286.82,104.89,24796800,22.41,,24980658,0.51,SEPA,1
Highland,Allanfearn,11/06/2021,14/06/2021,15015964,Positive (DNQ),5865,3936.05,7794.27,,5865.16,2728.17,25056000,20.49,,26731386,2.37,SEPA,1
Highland,Allanfearn,14/06/2021,16/06/2021,15015966,Positive (DNQ),3985,3330.64,4639.56,,3985.1,925.54,18576000,22.39,,24997531,1.19,SEPA,1
Highland,Allanfearn,15/06/2021,16/06/2021,15015967,Positive,15125,10399.93,19850.71,,15125.32,6682.71,22377600,22.49,,24913430,5.45,SEPA,1
Highland,Allanfearn,16/06/2021,17/06/2021,15015968,Positive (DNQ),8613,7089.38,10135.69,,8612.53,2154.06,22636800,20.95,,26286319,3.14,SEPA,1
Highland,Allanfearn,18/06/2021,21/06/2021,15015969,Positive (DNQ),6776,6548.82,7002.7,,6775.76,320.94,22377600,24.12,,23629420,2.44,SEPA,1
Highland,Allanfearn,21/06/2021,22/06/2021,15015970,Positive (DNQ),6350,6174.55,6525.47,,6350.01,248.14,22550400,24.09,,23651670,2.31,SEPA,1
Highland,Allanfearn,22/06/2021,23/06/2021,15015971,Positive,41267,42905.73,39629.44,,41267.59,2316.69,22291200,25.78,,22469506,14.82,SEPA,1
Highland,Allanfearn,23/06/2021,24/06/2021,15015972,Positive,12483,11842.75,13124.79,,12483.77,906.53,22896000,26,,22325576,4.61,SEPA,1
Highland,Allanfearn,25/06/2021,28/06/2021,15015973,Positive,34094,37485.13,30704.02,,34094.57,4794.97,30844800,17.74,,29809398,16.95,SEPA,1
Highland,Allanfearn,28/06/2021,29/06/2021,15015974,Positive,97953,100568.71,95338.27,,97953.49,3698.48,,23.79,,23876877,37.69,SEPA,1
Highland,Allanfearn,29/06/2021,30/06/2021,15015975,Positive,81673,85149.79,78198.18,,81673.99,4915.53,,25.37,,22743578,29.93,SEPA,1
Highland,Allanfearn,02/07/2021,05/07/2021,15015977,Positive,98432,91393.97,105470.05,,98432.01,9953.29,20822400,26.93,,21740033,33.03,SEPA - Low Volume,1
Highland,Allanfearn,05/07/2021,06/07/2021,15015978,Positive,158210,167247.18,149174.15,,158210.66,12779.56,31190400,14.57,,34594504,79.52,SEPA - Low Volume,1
Highland,Allanfearn,06/07/2021,07/07/2021,15015979,Positive,148209,146490.58,149929.1,,148209.84,2431.4,34128000,18.02,,29458450,81.51,SEPA - Low Volume,1
Highland,Allanfearn,07/07/2021,08/07/2021,15015980,Positive,110442,98805.16,122080.17,,110442.66,16457.91,27129600,18.95,,28358466,48.28,SEPA - Low Volume,1
Highland,Allanfearn,09/07/2021,12/07/2021,15015981,Positive,207912,216659.29,199166.12,,207912.71,12369.54,22118400,26.37,,22088275,74.1,SEPA - Low Volume,1
Highland,Allanfearn,12/07/2021,14/07/2021,15015982,Positive,87590,90674.79,84506.81,,87590.8,4361.41,31017600,19.07,,28223412,43.78,SEPA - Low Volume,1
Highland,Allanfearn,13/07/2021,14/07/2021,15015983,Positive,80936,67593.86,94279.88,,80936.87,18869.87,23155200,22.04,,25297155,30.2,SEPA - Low Volume,1
Highland,Allanfearn,16/07/2021,19/07/2021,15015985,Positive,113598,120738.7,106457.65,,113598.17,10098.23,21859200,24.5,,23351733,40.01,SEPA - Low Volume,1
Highland,Allanfearn,20/07/2021,21/07/2021,15015986,Positive,78213,62002.36,94423.75,,78213.05,22925.38,20563200,22.98,,24510643,25.92,SEPA - Low Volume,1
Highland,Allanfearn,21/07/2021,26/07/2021,15015987,Positive,86700,85196.01,88204.8,,86700.4,2127.54,20476800,27.19,,21582638,28.61,SEPA - Low Volume,1
